pdt_name,pdt_name_clean,pdt_cas,브랜드명,규격/스펙
유리 데시케이터 뚜껑,유리 데시케이터 뚜껑,,,
안전관리 표지판,안전관리 표지판,,,
Cholesterol Palmitate,cholesterol palmitate,,,
라텍스 장갑,라텍스 장갑,,,
나무판,나무판,,,
나무판,나무판,,,
나무판,나무판,,,
목공용 접착제,목공용 접착제,,,
Glass fiber pad,glass fiber pad,,,
실험용 토시,실험용 토시,,,
vortex mixing tool,vortex mixing tool,,,
HI 76405 - 전극 스탠드,hi 76405 - 전극 스탠드,,,
pH buffer solution,ph buffer solution,,,
pH 전극,ph 전극,,,
단자대,단자대,,,
"킴타올즈 에어포켓와이퍼, 41703","킴타올즈 에어포켓와이퍼, 41703",,,
초순수 필터 소모품,초순수 필터 소모품,,,
암막환경 조성용 프레임,암막환경 조성용 프레임,,,
LKLab 이동식 초자 건조대 w700×d450×h1600 mm,lklab 이동식 초자 건조대 w700×d450×h1600 mm,,,
LKLab 프레임형 벽면 실험대 w1200×d750×h800 mm,lklab 프레임형 벽면 실험대 w1200×d750×h800 mm,,,
LKLab 프레임형 벽면 실험대 w1800×d750×h800 mm,lklab 프레임형 벽면 실험대 w1800×d750×h800 mm,,,
유연도 측정 지그,유연도 측정 지그,,,
저온취화시험용 온도콘트롤러,저온취화시험용 온도콘트롤러,,,
저온취화시험용 구동모터,저온취화시험용 구동모터,,,
EPDM 칩,epdm 칩,,,
Micrococcus luteus ATCC 10240,micrococcus luteus atcc 10240,,,
silica powder,silica powder,,,
라텍스 장갑,라텍스 장갑,,,
도료용 기판,도료용 기판,,,
접착제,접착제,,,
scrubber clean,scrubber clean,,,
"Sodium hydrogen carbonate, ACS, 99.7-100.3%","sodium hydrogen carbonate, acs, 99.7-100.3%",,,
트레이,트레이,,,
마이크로 팁,마이크로 팁,,,
마이크로 피펫,마이크로 피펫,,,
UV LAMP,uv lamp,,,
UV보안구,uv보안구,,,
Entris Analytical Balance Repairing,entris analytical balance repairing,,,
이동식 교통량 측정 센서,이동식 교통량 측정 센서,,,
교통량 측정 센서용 Interface connector,교통량 측정 센서용 interface connector,,,
교통량 측정 센서용 Protective cover,교통량 측정 센서용 protective cover,,,
크리센트 프로젝트 손잡이,크리센트 프로젝트 손잡이,,,
와이어로프 슬리브 땅콩형,와이어로프 슬리브 땅콩형,,,
태영기업 독일산 접이식 실리콘 절단기,태영기업 독일산 접이식 실리콘 절단기,,,
양면암막 블라인드,양면암막 블라인드,,,
5단 선반,5단 선반,,,
화질 평가 차트,화질 평가 차트,,,
OECF 차트,oecf 차트,,,
색 평가 차트,색 평가 차트,,,
해상력 평가 차트,해상력 평가 차트,,,
가정용 냄새없는 천연바크퇴비,가정용 냄새없는 천연바크퇴비,,,
천막공사,천막공사,,,
천장고리 벽 고정 행거 후크 걸이 J형,천장고리 벽 고정 행거 후크 걸이 j형,,,
극세사 마포걸레 리필,극세사 마포걸레 리필,,,
쓱싹 초극세사 사각테리 걸레 딥블루,쓱싹 초극세사 사각테리 걸레 딥블루,,,
Diffuse Reflectance Standards,diffuse reflectance standards,,,
태양광 모사 조명,태양광 모사 조명,,,
현장평가용역,현장평가용역,,,
집기류 이동,집기류 이동,,,
선풍기 날개,선풍기 날개,,,
흑체,흑체,,,
차량용 윈드쉴드,차량용 윈드쉴드,,,
3D 프린터용 피스톤 헤드,3d 프린터용 피스톤 헤드,,,
모르타르 복합체 사출용 지그,모르타르 복합체 사출용 지그,,,
가축분 퇴비,가축분 퇴비,,,
규사,규사,,,
머글리 화장실휴지걸이 실버,머글리 화장실휴지걸이 실버,,,
카메라 FoV 실증 평가 부속품,카메라 fov 실증 평가 부속품,,,
시공현장 LED 발광조끼,시공현장 led 발광조끼,,,
Green adhesives,green adhesives,,,
유기질 펠렛,유기질 펠렛,,,
Sea sand,sea sand,,,
스테인레스 스틸 트롤리 실험실 두꺼운 2단 수납,스테인레스 스틸 트롤리 실험실 두꺼운 2단 수납,,,
비트소켓세트,비트소켓세트,,,
전용터미널,전용터미널,,,
Storage case,storage case,,,
전압측정모듈,전압측정모듈,,,
터미널블럭,터미널블럭,,,
타이 정리기,타이 정리기,,,
펜홀단자,펜홀단자,,,
pvc 매트,pvc 매트,,,
디지털 멀티 테스터,디지털 멀티 테스터,,,
해수 UV 광복합부식촉진 시험기,해수 uv 광복합부식촉진 시험기,,,
수로형 태양광 모니터링 시스템,수로형 태양광 모니터링 시스템,,,
소규모 테스트베드용 수로형 태양광 구조물,소규모 테스트베드용 수로형 태양광 구조물,,,
Sartorius ARIUM 611 REPLACEMENT ULTRAVIOLET LAMP,sartorius arium 611 replacement ultraviolet lamp,,,
와이퍼올,와이퍼올,,,
접근 금지 테이프,접근 금지 테이프,,,
KOCO 다용도 일회용 깨끗한 라텍스 장갑,koco 다용도 일회용 깨끗한 라텍스 장갑,,,
미생물 집락형성단위 측정용 배양기,미생물 집락형성단위 측정용 배양기,,,
극저온 액체질소 용기,극저온 액체질소 용기,,,
수축률 측정 변위계,수축률 측정 변위계,,,
멸균용 건조기,멸균용 건조기,,,
과속 방지턱 전선 배선 보호 안전 방지턱 덮개,과속 방지턱 전선 배선 보호 안전 방지턱 덮개,,,
초극 세사 걸레,초극 세사 걸레,,,
크리넥스 드라이셀 핸드타올,크리넥스 드라이셀 핸드타올,,,
마포걸레 자루 손잡이 봉,마포걸레 자루 손잡이 봉,,,
가스유해성 시험기 펌프 및 교반상자 교체,가스유해성 시험기 펌프 및 교반상자 교체,,,
오존 교정기,오존 교정기,,,
교정용 가스 희석장치,교정용 가스 희석장치,,,
소음감소형 헤드폰,소음감소형 헤드폰,,,
전기히터용 절연 전기케이블,전기히터용 절연 전기케이블,,,
On/off 스위치박스,on off 스위치박스,,,
링블러워용 제어박스,링블러워용 제어박스,,,
Paraffin oil,paraffin oil,,,
액체질소 토출밸브,액체질소 토출밸브,,,
온도 모니터링 시스템,온도 모니터링 시스템,,,
로 내 온도조절 시스템,로 내 온도조절 시스템,,,
Syring rubber suction ear wash sprayer Squeeze Bulb,syring rubber suction ear wash sprayer squeeze bulb,,,
ANSYS CFD Premium,ansys cfd premium,,,
와이프올 91371,와이프올 91371,,,
이동식  TV 거치대,이동식 tv 거치대,,,
니켈 플레이트,니켈 플레이트,,,
표준체 세트,표준체 세트,,,
닥트호스,닥트호스,,,
시약집게,시약집게,,,
아이오닉5 배터리 시스템,아이오닉5 배터리 시스템,,,
Stainless Steel Ball Mill Jar,stainless steel ball mill jar,,,
광개시제,광개시제,,,
폴리머,폴리머,,,
올리고머,올리고머,,,
화질 성능 평가용 조명,화질 성능 평가용 조명,,,
이소프로필알콜 hplc grade,이소프로필알콜 hplc grade,,,
water hplc grade,water hplc grade,,,
초자 멸균용 건조기,초자 멸균용 건조기,,,
Alumina Mill Jar,alumina mill jar,,,
도료용 붓,도료용 붓,,,
methyl alcohol,methyl alcohol,,,
무게 추,무게 추,,,
Aluminum Bag,aluminum bag,,,
시료 흡착 걸이,시료 흡착 걸이,,,
이동형 입자계측기용 지그,이동형 입자계측기용 지그,,,
mixing whip,mixing whip,,,
mixing stir,mixing stir,,,
블리딩 측적용 폴리에틸렌 실린더,블리딩 측적용 폴리에틸렌 실린더,,,
안전모,안전모,,,
홀딩 도어,홀딩 도어,,,
IPA HPLC grade,ipa hplc grade,,,
시스맥스 디럭스 오픈형 서류함 13105 옐로우,시스맥스 디럭스 오픈형 서류함 13105 옐로우,,,
배기가스 광촉매 반응장치,배기가스 광촉매 반응장치,,,
Q-UVA 조광장치,q-uva 조광장치,,,
유해가스 광촉매 반응장치,유해가스 광촉매 반응장치,,,
회의용 모니터 및 이동식 거치대,회의용 모니터 및 이동식 거치대,,,
후레쉬,후레쉬,,,
사다리,사다리,,,
데시케이터,데시케이터,,,
가습기,가습기,,,
온습도계,온습도계,,,
Ag/Agcl Reference Electrode,ag agcl reference electrode,,,
아이비스 8000 홀더펜세트5.2 SP,아이비스 8000 홀더펜세트5.2 sp,,,
미니플 명품 재단가위,미니플 명품 재단가위,,,
SEAC 가위,seac 가위,,,
델리 누사인 투톤 파스텔 감성 디자인 문구 가위 대형,델리 누사인 투톤 파스텔 감성 디자인 문구 가위 대형,,,
스테인리스 명품 재단 가위,스테인리스 명품 재단 가위,,,
싸파 DK 합사 가위 핀온릴 세트,싸파 dk 합사 가위 핀온릴 세트,,,
스테들러 525슬라이딩지우개 트렌디컬러,스테들러 525슬라이딩지우개 트렌디컬러,,,
초강력 마그네틱 고리 자석 맨 홀더 걸이,초강력 마그네틱 고리 자석 맨 홀더 걸이,,,
아이코닉 마일드 젤펜 0.38,아이코닉 마일드 젤펜 0.38,,,
Penco 8 Color Crayon,penco 8 color crayon,,,
지도 메모패드,지도 메모패드,,,
마스크 지그 커버,마스크 지그 커버,,,
실화재 집진기조작판넬 하우스 설치,실화재 집진기조작판넬 하우스 설치,,,
암롤박스 천막 제작 공사,암롤박스 천막 제작 공사,,,
바닥형 보행신호등 기능 시험 지그 [RED-FAIL 시험장치],바닥형 보행신호등 기능 시험 지그 red-fail 시험장치,,,
번역,번역,,,
유속계,유속계,,,
"Control Company Traceable pH Buffer Standards/ pH10.012, CRM","control company traceable ph buffer standards ph10.012, crm",,,
"Control Company Traceable pH Buffer Standards/ pH7.000, CRM","control company traceable ph buffer standards ph7.000, crm",,,
"Control Company Traceable pH Buffer Standards/ pH4.005, CRM","control company traceable ph buffer standards ph4.005, crm",,,
극세사 마포 걸레,극세사 마포 걸레,,,
알뜨랑 세면 비누,알뜨랑 세면 비누,,,
연마석 마모륜,연마석 마모륜,,,
극저온 물성 측정용 변위센서,극저온 물성 측정용 변위센서,,,
극저온 UTM 그립,극저온 utm 그립,,,
퇴비 숙성용 배양기,퇴비 숙성용 배양기,,,
접착제 열경화기,접착제 열경화기,,,
데이터로거 박스 제작,데이터로거 박스 제작,,,
은박 지퍼봉투,은박 지퍼봉투,,,
쌍학진공 티타늄금수저세트 2인세트,쌍학진공 티타늄금수저세트 2인세트,,,
장비 반입구 설치공사,장비 반입구 설치공사,,,
모니터 받침대,모니터 받침대,,,
Magnesium chloride hexahydrate,magnesium chloride hexahydrate,,,
인증마크 개발,인증마크 개발,,,
선풍기,선풍기,,,
예담은 방짜수저 방자 매화수저 손조각 유기방짜 세트,예담은 방짜수저 방자 매화수저 손조각 유기방짜 세트,,,
B&J_Tetrahydrofuran for UV_AH340_HPLC_4L_4 병 / 박스,b&j_tetrahydrofuran for uv_ah340_hplc_4l_4 병 박스,,,
B&J_ACN_AH015-4_HPLC_4L_4 병 / 박스,b&j_acn_ah015-4_hplc_4l_4 병 박스,,,
호스 밸브 세트,호스 밸브 세트,,,
날 세트,날 세트,,,
키레스 척 세트,키레스 척 세트,,,
라벨테이프 세트,라벨테이프 세트,,,
원터치 피팅 세트,원터치 피팅 세트,,,
실리콘 세트,실리콘 세트,,,
포셉 세트,포셉 세트,,,
타이 세트,타이 세트,,,
요비선,요비선,,,
파렛트 덮개,파렛트 덮개,,,
흡습제,흡습제,,,
표준체 세트,표준체 세트,,,
스파츄라 세트,스파츄라 세트,,,
실험용 아이스 버킷,실험용 아이스 버킷,,,
반컵 브러쉬 A형,반컵 브러쉬 a형,,,
베이비 브러쉬 A형,베이비 브러쉬 a형,,,
뿌리는 그리스,뿌리는 그리스,,,
분말상태 가스주입 지그,분말상태 가스주입 지그,,,
적색 반코팅장갑 100 켤레,적색 반코팅장갑 100 켤레,,,
자재도가니,자재도가니,,,
자재도가니,자재도가니,,,
Sealing for Respirometer vessel,sealing for respirometer vessel,,,
Filter insert for CU inlet,filter insert for cu inlet,,,
Teflon filter,teflon filter,,,
Filer for ECHO Air pump,filer for echo air pump,,,
차트 마운트,차트 마운트,,,
카메라 브라켓,카메라 브라켓,,,
알메모 센서 전용 확장 케이블,알메모 센서 전용 확장 케이블,,,
알메모 일사량 센서 및 EEPROM Connector,알메모 일사량 센서 및 eeprom connector,,,
알메모 온습도 센서 및 EEPROM Connector,알메모 온습도 센서 및 eeprom connector,,,
스테인리스 스파츌러,스테인리스 스파츌러,,,
insert vial,insert vial,,,
Cutter Knife/톰슨형,cutter knife 톰슨형,,,
Electronic load,electronic load,,,
Film Thickness Gauge,film thickness gauge,,,
Sample Cutting Machine,sample cutting machine,,,
책갈피,책갈피,,,
건물형 태양광 Mock-Up 실증용 구조물,건물형 태양광 mock-up 실증용 구조물,,,
독서대,독서대,,,
에버센스 솔리드 휴대용 티슈,에버센스 솔리드 휴대용 티슈,,,
실험용 마스크,실험용 마스크,,,
줄,줄,,,
물티슈,물티슈,,,
시료 소분 컵,시료 소분 컵,,,
나이프 가드,나이프 가드,,,
페이퍼 타올,페이퍼 타올,,,
초자함용 바구니,초자함용 바구니,,,
"Bottle, Sterile, PE, Water Sample ,6000/1000㎖","bottle, sterile, pe, water sample ,6000 1000㎖",,,
열선,열선,,,
열선 커터,열선 커터,,,
[해광애드] 거치대,해광애드 거치대,,,
프리즘 반사 테이프,프리즘 반사 테이프,,,
[클로버] 각형 스테인리스 트레이,클로버 각형 스테인리스 트레이,,,
반응조,반응조,,,
암막커튼,암막커튼,,,
소독티슈,소독티슈,,,
시편제작대,시편제작대,,,
무게 추,무게 추,,,
해양환경폭로 시험용 지그,해양환경폭로 시험용 지그,,,
냉각탑 배관공사,냉각탑 배관공사,,,
BD AIR-Firm POUCH GASPAK EZ ANAEROBE SYSTEM 20 [260683] PK,bd air-firm pouch gaspak ez anaerobe system 20 260683 pk,,,
전기차 배터리 실험용 지그 세트,전기차 배터리 실험용 지그 세트,,,
연마날,연마날,,,
실화재시험장 조명 누전공사,실화재시험장 조명 누전공사,,,
실차 환경 안전띠 인식률 평가 모듈,실차 환경 안전띠 인식률 평가 모듈,,,
디퓨져 바람막이 4개,디퓨져 바람막이 4개,,,
무선 AP,무선 ap,,,
아이스박스,아이스박스,,,
채수병,채수병,,,
채수병,채수병,,,
아크릴 POP 꽂이 쇼케이스 양면,아크릴 pop 꽂이 쇼케이스 양면,,,
수리비,수리비,,,
"Micro Spoon-Spatula, SL.Spa701","micro spoon-spatula, sl.spa701",,,
링크 암막3단 자동우산,링크 암막3단 자동우산,,,
Magnetic coil,magnetic coil,,,
열회수형 환기장치 전기특성 평가 지그,열회수형 환기장치 전기특성 평가 지그,,,
미래차 부품·소재산업 신기술 분석-반도체/전장부품·소재/배터리/센서,미래차 부품·소재산업 신기술 분석-반도체 전장부품·소재 배터리 센서,,,
원형 식탁 및 의자 세트,원형 식탁 및 의자 세트,,,
PVC 제본 표지,pvc 제본 표지,,,
플라즈마발생기,플라즈마발생기,,,
플라즈마 발생기 모듈 부품,플라즈마 발생기 모듈 부품,,,
[Brand GmBH]바틀 탑 아날로그 디스펜서 가변형,brand gmbh 바틀 탑 아날로그 디스펜서 가변형,,,
[WITEG]정밀만능형 디스펜서,witeg 정밀만능형 디스펜서,,,
전기 및 급배수관 설비공사,전기 및 급배수관 설비공사,,,
삼척사업장 1층 휴게실 리모델링,삼척사업장 1층 휴게실 리모델링,,,
스텐레스 뱅뱅이 휴지통,스텐레스 뱅뱅이 휴지통,,,
수분 투과율용 저울,수분 투과율용 저울,,,
수분 투과도용 저울,수분 투과도용 저울,,,
수증기 투과도용 저울,수증기 투과도용 저울,,,
Anhydrous calcium chloride,anhydrous calcium chloride,,,
Mixing paddle,mixing paddle,,,
Mixing bowl,mixing bowl,,,
조도계수 시험 지그 및 파이프 설치 및 제거,조도계수 시험 지그 및 파이프 설치 및 제거,,,
한일전기 다용도 미니 짤순이,한일전기 다용도 미니 짤순이,,,
화이트보드 지우개,화이트보드 지우개,,,
보드마카 수납함,보드마카 수납함,,,
보드마카,보드마카,,,
마이토우 스크류 세트 250입+자화기 자석 피스 홀더 철판피스,마이토우 스크류 세트 250입+자화기 자석 피스 홀더 철판피스,,,
습도센서용 펌프,습도센서용 펌프,,,
극저온 단열재 수분 칭량 장치,극저온 단열재 수분 칭량 장치,,,
접착제 인장파괴모드 기판,접착제 인장파괴모드 기판,,,
